clob_token_ids                                                                                                                                                           , cosine_similarity
"[""100631267309305704629211941489766796308693716468388724525685708155212793933858"",""89470559687010739187158572693154543878436165064255220787865172076530728395425""]" , 0.9999999999999998
"[""77369247123186334726573988470907588367107362322866032804706176897064919107586"",""11671244610652871026200275383062699069108390752494936981317493166534589337221""]"  , 1.0
"[""72338391605515302284510099473300856508667998083626555858194999880535233113656"",""107835800874964094211160747648432653308546249157994527573832245084098904365672""]" , 1.0
"[""114335149599571562220209548135320283588778115321504028042183016563449894801198"",""87552811832366784603843878194068514800826641162510047713878487591518291534571""]" , 1.0
"[""66934998207371924566605898953948081255237213686474751055369166145242354768953"",""89004222568785091490188820759827654375482768171396845597105648748087174483442""]"  , 1.0
"[""32310309957259249389517205138532789390478484345919352900158536197329212459415"",""498077645692176063979339412603286867999054676969845498823494393269811236345""]"    , 1.0
"[""10309599004496367456672393721385046183535317080196529957881549053553198967565"",""49530307219532381102417522655098613674634961452146934070040679433959112334397""]"  , 1.0
"[""104068802380853029147434164681481343399300898566291141947664319204400704346191"",""54659408949355400520670199376525739072355893203784383347109855199723152353351""]" , 1.0
"[""109033301449930707481097148538763425983613071665524304762140539098989754564372"",""29769031833764720328101175418156478878766805967878361331855259950681089223528""]" , 1.0
"[""95165920509907388629250771308088627113970294294285956802872389863750959883592"",""95890283546719593924237232085848345947573341146932157377092145739414052340253""]"  , 1.0
"[""79375395372809960752555777811230837024852006365561156812816157833863621842416"",""78046263826286373585247898758764002394027536816416882863922901002205995878224""]"  , 1.0
"[""14408340887581712526696236767922625553464016675684266859591927740908651144794"",""5204196685641186697578874648178226473758547934191081956823563571085564153427""]"   , 1.0
"[""4571682620366043962696770679506076277841741101163328782470420004055449859769"",""102867324393608941899588700704443133669645423430534929391065754887748890226125""]"  , 1.0
"[""54751741440506244225452251174885967678520272304209821621753803990517329673574"",""15893900504704411741236940526314142224722550469404417980028826170052035320581""]"  , 1.0
"[""86621842016139385178162478047507515439328884888569949192388948787277656470904"",""59280067179592098936782379026534380622695179916449621830622931416872032830423""]"  , 1.0
"[""21980140664865041108943222759611940855613299963500786978947242819641054802485"",""12353094819325841103365952019885018914468785675437628146964273535972725968227""]"  , 1.0
"[""59491353251020892027371586076046334622035544535798933014066920140318490928974"",""36833103409562487680890110332746084542553853720644927897145680789660316615567""]"  , 1.0
"[""26501216585224094390372387540839389171601334555788867498854917341707861632529"",""27740619243274276567599943153421869866322019038823968526350185050581074619661""]"  , 1.0
"[""112121512811613591361966701943182860337326765381074041801982042629316813437819"",""109688383036541613245065441333448387418223354076219626228392696258757975507255""]", 1.0
"[""509410752525603737116022289434494301389326136836131599323841311337998182036"",""80395414877938097612819963268779587031388617564131572159552110237679490374820""]"    , 1.0
"[""16163554770835136795880799374099444537606362100682196869227885355717165936776"",""49980970192962684428918472152340787313028579260096617238904132411230562032757""]"  , 1.0
"[""85348196135928690899336851577838695038831886961793567501556920024104556489805"",""97498253598572236602408324768338034505249857804133820615401750996282957530019""]"  , 1.0
"[""82596307158965864448197763163318665851320825147868644703198218598964216501034"",""99291349189599153780626557583297515321200021596338630569279585035073415261300""]"  , 1.0
"[""27480166989060357291001664454487205062211581586397382937752876031870002486926"",""12376763296038817921749479947603331908159617449855786604406408454865021950183""]"  , 1.0
"[""74207488836920212464503921614583920052021589620434637909629977075906334869718"",""31849041439501556009296028576399078079778524420258611441775733154956526835880""]"  , 1.0
"[""54950305006486807873259156307357298549013843352969050843905570215046840702329"",""92338640808423096344947534479123394058130130690554919367370343496378892521670""]"  , 1.0
"[""88263278220588156149538007158191194667077179663694218145965687246339882512245"",""70102815622590237870815198621870427394469999594821484162846758532384330332170""]"  , 1.0
"[""54707973644845809991908625153546890211579793480126140064817671103367955211252"",""4348621308785142257831957040528177166485369561818794957901911096015902886884""]"   , 1.0
"[""62125911194459356377883400729034971285539783764180402613717505645465050447006"",""54394543325248696473134363682144794927398235418160862979844326168759115366702""]"  , 1.0
"[""109799439915346599438205769960259051151957331879307161421067361241797489738487"",""109094217849054079063914020643784569093883908188318316701558453594140828537348""]", 1.0
"[""41842898981868361057241155097444972412870538927000825028147280619877327584724"",""92863993074393571108425240522602073447737643327977402526620974254467910224903""]"  , 1.0
"[""147825232151569189040022236432084991251385039690400052147499865644814410362"",""2413999133058886360212459143655228916668630872742553715924030293437700591308""]"     , 1.0
"[""62419753549060557163164233939381694805760527051999619924042222919057447816"",""29308269585917040698756405269369277965835278101044026988987379832371144259087""]"     , 1.0
"[""6132587130849801704026673926436837906601025878485030689150336251535220337052"",""77260883888571721289632780214713559355728764836157311814623877991880842277127""]"   , 1.0
"[""38352029531835100648332594836494640667982688791528401200423884829575871456479"",""95955634396292130005586126924412371117264563668690202929962401773415356931632""]"  , 1.0
"[""29997334707212906511923498472811944130186823433649399807570733763002126329811"",""44881025188832440441145257175515142475943338147579314788171775096947866302595""]"  , 1.0
"[""56441970789162803753673551605263330257636181431872517092978248903448397124839"",""4858882865644652038843410980300794095649163959833972408964541818227990572665""]"   , 1.0
"[""21077088741499995647971453892981138804136042157858506174832215958738241627292"",""12718378644581878545423775223912832438565233381659641998225616141132641335057""]"  , 1.0
"[""66372402638500190174440536329022715738801651702611839893557991783005023423640"",""85272293551016833923810825925180755138645155607277795855258283916679350797403""]"  , 1.0
"[""83524110967069482847505544140776416535872901425720875685315361638313645206113"",""38793358179615174908021309915819238458278082712284959468246018176126033234516""]"  , 1.0
"[""80545943333860692190560806004131235325833760288790065983727354104703609465169"",""110246237595089401733922210170451358496036875800047000680215611445018906961473""]" , 1.0
"[""86339064880434548316744778968645979678175310966324485370413362685480087911917"",""71228395190210356406649883984856232667707139140888107169735668662047833176854""]"  , 1.0
"[""105665637085195474136813559673771659834935551890170639006716526262340051054181"",""83862039246722573111040822619500966992680641559630682290556421276221365321368""]" , 1.0
"[""100834762577587572530398732320422660669936902899674822216121243295563031027500"",""67905895322380315219823358123774094757894330990065839092501356046128531969740""]" , 1.0
"[""59656689376391478992047627305387889696334448714393302553238770768257543491730"",""101741948393177948554811728299002388831105809066104031995769262829098794903707""]" , 1.0
"[""68924136723707247408383971233462166018575834765769964375159691093884050864483"",""10627799527412465876828134603745450118301784774227502469185790609552443005579""]"  , 1.0
"[""32735487872112715427783292675755116598676489790319724024885637091916884171719"",""29867661927523431647748527159499197650170256805352784708983553763983712162807""]"  , 1.0
"[""33745783029531136292806860976689150278187177234986878082788042696372216499248"",""5979002394479736814064510404648979167621281752007412438329298966022044225358""]"   , 1.0
"[""17772975716399435120155676567033943601168249804927077594297501604336128688758"",""112002770747455649647768454542839783505147422941286289787586972351848053721083""]" , 0.9999999999999999
"[""14395028598042573984893655306815981092484057395912637289598527972383865995800"",""38626186854825015547881911093744913898943445735023794920232710901286206398849""]"  , 1.0
"[""9561352950879445760703427547402938350291697091833745003670943072740328310720"",""21945366766666964226986567137281854510797838603320575640557820533567286949631""]"   , 1.0
"[""85447695067447728231296258087418814842073869773229419170793501265964297404686"",""24052874652056436332142137757744421932869184806382125757199454289855445634371""]"  , 1.0
